# VOTING_WINDOW [53794570,53804570]  (inclusive)
STAKEJZNMZMEVHLZQTZVMCHHFAJ3HXGGTA3JX27KBUFHYFPQMV4DSDDXTY,3117909428,UPGRADED,4,1,0,0,53802081,READY
VVS7WC3VHZNXLLGVRRLZDRXMWJPQBK7KUA4HR4UTDB2WCJFHGDN3DLEOQI,2721493713,NOT-UPGRADED,1,0,1,0,53804064,READY
VVS7WC3VHZNXLLGVRRLZDRXMWJPQBK7KUA4HR4UTDB2WCJFHGDN3DLEOQI,2725778489,NOT-UPGRADED,4,0,1,0,53801961,READY
VVS7WC3VHZNXLLGVRRLZDRXMWJPQBK7KUA4HR4UTDB2WCJFHGDN3DLEOQI,2728778607,NOT-UPGRADED,4,0,1,0,53804479,READY
VVS7WC3VHZNXLLGVRRLZDRXMWJPQBK7KUA4HR4UTDB2WCJFHGDN3DLEOQI,2735861713,UNKNOWN,3,0,0,3,,READY
VVS7WC3VHZNXLLGVRRLZDRXMWJPQBK7KUA4HR4UTDB2WCJFHGDN3DLEOQI,2758643753,NOT-UPGRADED,3,0,1,0,53798941,READY
VVS7WC3VHZNXLLGVRRLZDRXMWJPQBK7KUA4HR4UTDB2WCJFHGDN3DLEOQI,2770943689,NOT-UPGRADED,3,0,1,0,53802168,READY
WVOLVLHDP4CZAXMTPGEDUJP4ZOOOZ2C7LWAHF3ADN3XWXU6HJ5JCD4VTKI,2962578163,NOT-UPGRADED,4,0,1,0,53798226,READY
WVOLVLHDP4CZAXMTPGEDUJP4ZOOOZ2C7LWAHF3ADN3XWXU6HJ5JCD4VTKI,3013337394,UNKNOWN,4,0,0,4,,READY
X7CWYVUNR3G5QTSNGF7VWE5LXQPGUH63L7EOMRNZYNNPPQQROMFSR7LBKE,3023415425,UNKNOWN,1,0,0,1,,READY
XJJPI3MY2WYMCIQESHR77RWDS56PGYKS6TSCZL2EKNTRTVNAAINWFOA2LE,2917514018,UNKNOWN,1,0,0,1,,READY
Y2IQC2ORCHJDKXAKRYOXLOZ5GUSAZZBTYG72X4ECXKEJSB5JF4WGEUD2GM,2920298868,NOT-UPGRADED,4,0,1,0,53803924,READY

# validators_with_no_window_active_delegators
validator_owner,validator_ad_app_id,status,delegators,total_yes,total_no,total_none,last_in_window_round,validator_state
222F4JFG75UHMNCINTIMAAHY4L6TQKQ3JUEZL5O5WSLFOSYDYJMTU6WK4I,2806234462,UNKNOWN,0,0,0,0,,READY
236NQRJ4MDCKUPEYCMQZC6SK7EKVXR4FFEP4NMKAMYLPAFM4NZ4WJBZH5Y,2717984012,UNKNOWN,0,0,0,0,,NOT_LIVE
236NQRJ4MDCKUPEYCMQZC6SK7EKVXR4FFEP4NMKAMYLPAFM4NZ4WJBZH5Y,2721657726,UNKNOWN,0,0,0,0,,NOT_LIVE
2TF2ZATQWMQ27MDX2TYID2VCE5A36E7T4JKBI3HN62QCWFDAXFIFKLIG54,3091608901,UNKNOWN,0,0,0,0,,NOT_LIVE
3AQH2YUYNLCLLMZG7HYIFGELDEMXWDME7FKXW2MG3DBIN677YQZW7UBXHM,2744339625,UNKNOWN,0,0,0,0,,NOT_LIVE
3AQH2YUYNLCLLMZG7HYIFGELDEMXWDME7FKXW2MG3DBIN677YQZW7UBXHM,2792794638,UNKNOWN,0,0,0,0,,READY
3H3LCTWVSL4RM6LBJEMP5QJFT3SAEXGDZYVV2J332GICUDGQ6JI6QQO3WM,2722734347,UNKNOWN,0,0,0,0,,NOT_LIVE
3PBWUIQTGUHK7HJ5RY3H4GRDWHWKCY5RIRDV2RPU5HT4P2CVS4KTWJXD3Q,2920827073,UNKNOWN,0,0,0,0,,NOT_LIVE
3WBS6WRHEOEMB7NI2KGVAKE6N5IZN654ISO5VSVSOYHVGFR2FAUNSCHIME,3085179703,UNKNOWN,0,0,0,0,,READY
45E6ZOPC3NVVCXRKM6MEI6OGAPBIRIQSNMS3HUQSPVILBRNRBO6TPKKPCM,2805114946,UNKNOWN,0,0,0,0,,READY
45E6ZOPC3NVVCXRKM6MEI6OGAPBIRIQSNMS3HUQSPVILBRNRBO6TPKKPCM,3191721075,UNKNOWN,0,0,0,0,,READY
45E6ZOPC3NVVCXRKM6MEI6OGAPBIRIQSNMS3HUQSPVILBRNRBO6TPKKPCM,3191805227,UNKNOWN,0,0,0,0,,READY
4E5EH2XPNGVQNZCUVY4LYI3VCFP22V4UVRPZ2LIBG7X74I5FKJYPIO5XKI,2971114068,UNKNOWN,0,0,0,0,,READY
4K5PASM7GB4DMI6VUMKT5Z4XHOOYLYCHXGLLBCTLKMJ46YLNJQ3AS33UNQ,2738627665,UNKNOWN,0,0,0,0,,READY
5GTJ72U3CKW74IYZ3NO7CXWTCBKTZY242AG3WKD2LHXJAJYFUAFJBLZD2Q,2806377358,UNKNOWN,0,0,0,0,,NOT_READY
AAAAAAMSC2ZCGLC2WUQEHNPC6YSQUEB6FCYLTJWBJNE2DYUHW4KPBACDOE,2720233372,UNKNOWN,0,0,0,0,,NOT_LIVE
AAAAAAMSC2ZCGLC2WUQEHNPC6YSQUEB6FCYLTJWBJNE2DYUHW4KPBACDOE,2734861862,UNKNOWN,0,0,0,0,,NOT_LIVE
AAU2JWDWWFSNHD7RIJUTEOE4U3CHJ6DT3P6J4VQZLLYZ4TWVGTHYOKZKDY,2744205705,UNKNOWN,0,0,0,0,,NOT_LIVE
ACNFR3MFAYQ2BSVFTRRH5RCXAMFT4TQMASBLPCO7DXXAGICYPPZWRXTVBI,2741467979,UNKNOWN,0,0,0,0,,NOT_READY
BDWLEA46TXIDK4LITT5O5OJGDLDGAHYBFRWCPHMTUPNRJNJ66QRMZ2CWCQ,2727380096,UNKNOWN,0,0,0,0,,NOT_LIVE
BSQY33HDGQVFNNHHIS45JZZ6DPW3KOYJVS6FFBKC6BCKPDH46G7GH576UA,2771081651,UNKNOWN,0,0,0,0,,NOT_READY
CMQ6VSWMFA2PPXOPKVRBBRJCF5W4QBXMS53LO66CY2MMN3XP25345HBVQA,3118126290,UNKNOWN,0,0,0,0,,READY
CSKHMIBF7E4SWV7FLIKO732EIK7U4VP2S3TXYJGMVK2IVM7MH2H5Z7L7H4,2772444041,UNKNOWN,0,0,0,0,,NOT_LIVE
CSKHMIBF7E4SWV7FLIKO732EIK7U4VP2S3TXYJGMVK2IVM7MH2H5Z7L7H4,2833969923,UNKNOWN,0,0,0,0,,READY
CSKHMIBF7E4SWV7FLIKO732EIK7U4VP2S3TXYJGMVK2IVM7MH2H5Z7L7H4,2833998052,UNKNOWN,0,0,0,0,,NOT_READY
DXMQIHXQZQLLFN6E2MPARXM2PM5GENKUTYL5TF2AZKTEU3UM7YZA2IEW5Q,3185688941,UNKNOWN,0,0,0,0,,READY
DXMQIHXQZQLLFN6E2MPARXM2PM5GENKUTYL5TF2AZKTEU3UM7YZA2IEW5Q,3193424234,UNKNOWN,0,0,0,0,,READY
ELATX4CXWEFQBQR5J2UX6RZPTFCSH2DMPSLQ6YQNSFQW3H4SAUVEGNBCZI,2748723042,UNKNOWN,0,0,0,0,,CREATED
F6XEIG5IN7NY4ANN3BBYHU36CLGYVA44GMCNINPIEWPNDW5UL5WYWGICBY,2738733669,UNKNOWN,0,0,0,0,,NOT_LIVE
FKSHWENQDT26HCH23YY5LZUKEG7LLBWDGWOKOLUQZ4FTHYO6GDWT6CMZT4,2721849335,UNKNOWN,0,0,0,0,,NOT_READY
FRGXADNL6M44WF27ABB6AARTHFHKSXY4L62ETEUBTFRKDREXPWW7FL3GSI,2738896808,UNKNOWN,0,0,0,0,,NOT_LIVE
G5CERUJERYYRRNEADCRPC3IJZZ3CYIHJN5RV4VOEFDIGJYGXL6O7Y4O23I,3169464159,UNKNOWN,0,0,0,0,,NOT_READY
GSJKCBYC6X4S3NFQQUKT6TTSXL7JXYYCJKKYJLKT4FRHEBA6U7N3FMOCKQ,2938693415,UNKNOWN,0,0,0,0,,READY
GSJKCBYC6X4S3NFQQUKT6TTSXL7JXYYCJKKYJLKT4FRHEBA6U7N3FMOCKQ,2957110090,UNKNOWN,0,0,0,0,,READY
GSJKCBYC6X4S3NFQQUKT6TTSXL7JXYYCJKKYJLKT4FRHEBA6U7N3FMOCKQ,2957121336,UNKNOWN,0,0,0,0,,READY
GSJKCBYC6X4S3NFQQUKT6TTSXL7JXYYCJKKYJLKT4FRHEBA6U7N3FMOCKQ,2957122466,UNKNOWN,0,0,0,0,,READY
GSJKCBYC6X4S3NFQQUKT6TTSXL7JXYYCJKKYJLKT4FRHEBA6U7N3FMOCKQ,2957123138,UNKNOWN,0,0,0,0,,READY
GSJKCBYC6X4S3NFQQUKT6TTSXL7JXYYCJKKYJLKT4FRHEBA6U7N3FMOCKQ,2957131140,UNKNOWN,0,0,0,0,,READY
GSJKCBYC6X4S3NFQQUKT6TTSXL7JXYYCJKKYJLKT4FRHEBA6U7N3FMOCKQ,2957133624,UNKNOWN,0,0,0,0,,READY
GSJKCBYC6X4S3NFQQUKT6TTSXL7JXYYCJKKYJLKT4FRHEBA6U7N3FMOCKQ,2957135188,UNKNOWN,0,0,0,0,,READY
GSJKCBYC6X4S3NFQQUKT6TTSXL7JXYYCJKKYJLKT4FRHEBA6U7N3FMOCKQ,2957136699,UNKNOWN,0,0,0,0,,READY
GSJKCBYC6X4S3NFQQUKT6TTSXL7JXYYCJKKYJLKT4FRHEBA6U7N3FMOCKQ,2957137448,UNKNOWN,0,0,0,0,,READY
GSJKCBYC6X4S3NFQQUKT6TTSXL7JXYYCJKKYJLKT4FRHEBA6U7N3FMOCKQ,2957138948,UNKNOWN,0,0,0,0,,READY
GSJKCBYC6X4S3NFQQUKT6TTSXL7JXYYCJKKYJLKT4FRHEBA6U7N3FMOCKQ,2957141666,UNKNOWN,0,0,0,0,,READY
GSJKCBYC6X4S3NFQQUKT6TTSXL7JXYYCJKKYJLKT4FRHEBA6U7N3FMOCKQ,2957144464,UNKNOWN,0,0,0,0,,NOT_LIVE
GSJKCBYC6X4S3NFQQUKT6TTSXL7JXYYCJKKYJLKT4FRHEBA6U7N3FMOCKQ,2957146767,UNKNOWN,0,0,0,0,,NOT_LIVE
GSJKCBYC6X4S3NFQQUKT6TTSXL7JXYYCJKKYJLKT4FRHEBA6U7N3FMOCKQ,2957148909,UNKNOWN,0,0,0,0,,NOT_LIVE
GSJKCBYC6X4S3NFQQUKT6TTSXL7JXYYCJKKYJLKT4FRHEBA6U7N3FMOCKQ,2957150643,UNKNOWN,0,0,0,0,,NOT_LIVE
GSJKCBYC6X4S3NFQQUKT6TTSXL7JXYYCJKKYJLKT4FRHEBA6U7N3FMOCKQ,2957151678,UNKNOWN,0,0,0,0,,NOT_LIVE
GSJKCBYC6X4S3NFQQUKT6TTSXL7JXYYCJKKYJLKT4FRHEBA6U7N3FMOCKQ,2957153591,UNKNOWN,0,0,0,0,,NOT_LIVE
GSJKCBYC6X4S3NFQQUKT6TTSXL7JXYYCJKKYJLKT4FRHEBA6U7N3FMOCKQ,2957155297,UNKNOWN,0,0,0,0,,NOT_LIVE
GSJKCBYC6X4S3NFQQUKT6TTSXL7JXYYCJKKYJLKT4FRHEBA6U7N3FMOCKQ,2957157804,UNKNOWN,0,0,0,0,,NOT_LIVE
GSJKCBYC6X4S3NFQQUKT6TTSXL7JXYYCJKKYJLKT4FRHEBA6U7N3FMOCKQ,2957160613,UNKNOWN,0,0,0,0,,NOT_LIVE
GXIPLQM3EMXP36VXM3AKU4SSDROLLMP6XQIEQCGE6D5WMIORQSCPKDAO2A,2970564061,UNKNOWN,0,0,0,0,,NOT_LIVE
GXIPLQM3EMXP36VXM3AKU4SSDROLLMP6XQIEQCGE6D5WMIORQSCPKDAO2A,2971530250,UNKNOWN,0,0,0,0,,NOT_LIVE
GXIPLQM3EMXP36VXM3AKU4SSDROLLMP6XQIEQCGE6D5WMIORQSCPKDAO2A,2974364963,UNKNOWN,0,0,0,0,,NOT_LIVE
GZJEZUTBHNXVAU2X6ULCMRQRQPAHRPIKGERTF2UHI5D2UMJTTIQVC453ZQ,2715827430,UNKNOWN,0,0,0,0,,NOT_LIVE
HELLOHAKSHEBUHABD7YL2MCGIOLDRDVHGHONWIYGI6PEBS46DXBIZ66FEM,2722125249,UNKNOWN,0,0,0,0,,READY
IC6GKVIMHWKL74HDTWBIWX2XJEL7VG2UNNFLJ3I3YGOPUJAO3ORQRKMGGQ,3058654817,UNKNOWN,0,0,0,0,,NOT_READY
IC6GKVIMHWKL74HDTWBIWX2XJEL7VG2UNNFLJ3I3YGOPUJAO3ORQRKMGGQ,3058662235,UNKNOWN,0,0,0,0,,NOT_READY
JM255Q6E36E5XPMILEBWJJILZNB7EF3DNOBAMMCSQX6AP4LTMUF6NKBOWM,2714406815,UNKNOWN,0,0,0,0,,NOT_LIVE
KNBGWW27HDP6DDSSDRFCL7E33PSS4ZKMEZ2YJATJPNSVUYRLS2NZTA7ZBM,3138865335,UNKNOWN,0,0,0,0,,NOT_READY
LLXNE4W5SE3RPEMGSB5WXL4DWZVTBIBMNRUSS5CQWFLVGFWBLAGB4ANLKU,2841683041,UNKNOWN,0,0,0,0,,NOT_READY
LPAVHSHGIUSAJDDBYJVCPT3CRZ7A3PCSA5GBJP76JV3XPZ24ZFNNYLSNKU,2931020637,UNKNOWN,0,0,0,0,,NOT_READY
LVU5WJPG6DBOGTQ4L67TRBL7D3QF6KE26PEKNBO2YVBUTYT2PTMOUNNUKA,3006212279,UNKNOWN,0,0,0,0,,NOT_LIVE
LVU5WJPG6DBOGTQ4L67TRBL7D3QF6KE26PEKNBO2YVBUTYT2PTMOUNNUKA,3047959747,UNKNOWN,0,0,0,0,,NOT_LIVE
LVU5WJPG6DBOGTQ4L67TRBL7D3QF6KE26PEKNBO2YVBUTYT2PTMOUNNUKA,3047963852,UNKNOWN,0,0,0,0,,READY
LVWTDUGKYKMU3MVRZAJ4I2GFA7MJWEJYC435XPFDKC2WBRB6M5XMN3JYCU,3202939850,UNKNOWN,0,0,0,0,,NOT_READY
MRW5APQTTFU4RZGBAPT4H7PT457BUR4K6P2P6UYI54SEOZCBZ4VOBKTRNI,2839344218,UNKNOWN,0,0,0,0,,READY
NODERNETFVI25BYSLNYXBYBVJS3SQ7TOIFPRI3SC3M2H53AKY5YA2UUIVU,2718810617,UNKNOWN,0,0,0,0,,NOT_LIVE
NODERNETFVI25BYSLNYXBYBVJS3SQ7TOIFPRI3SC3M2H53AKY5YA2UUIVU,2722914559,UNKNOWN,0,0,0,0,,READY
NP6VFORWK3TQOVU6IG2YXLIL2SSNFFOTCYUQO62EPCNBQT2TULFOKB2NYM,2749352331,UNKNOWN,0,0,0,0,,NOT_LIVE
NP6VFORWK3TQOVU6IG2YXLIL2SSNFFOTCYUQO62EPCNBQT2TULFOKB2NYM,2749357999,UNKNOWN,0,0,0,0,,NOT_READY
NWFFWCX2QRWMBGRQS44OVJGA6GMGR7BIENGUXXCRIRSMZZFWMPGGWF7KQY,3096762693,UNKNOWN,0,0,0,0,,NOT_READY
OJOSSLNLHPKKUFC6YXAW6UK5R7573HTC4L46QOFL2QRB6N4AGSVHI53IMM,3210217897,UNKNOWN,0,0,0,0,,NOT_READY
P246GPBTGIGCRQFHPGCP4UWALG5VP2EYP4ILVKFG3VHBTSUJBZ2DVSSVTA,2738017266,UNKNOWN,0,0,0,0,,NOT_READY
PSTQBZJY2CTOBDHARMLXUHBARXJHJKKCG2FUJP5BBJCQ4JSZG6WHVZMUOU,2714407868,UNKNOWN,0,0,0,0,,NOT_LIVE
Q25CIEXZN5JKRGM5IUIHT2RLMPZAAMYCC2E4YVIGS3OPXP3O4X6BJS6ZMU,2923167076,UNKNOWN,0,0,0,0,,READY
QULWYI4MHYFNWOWUE3O2F5G4PB5KY7LCCGHUNSDJLDD32OZ2HJYERL4GWM,2929055542,UNKNOWN,0,0,0,0,,NOT_LIVE
RLGJJV7MRE447DZSGCDYZJA4UTZ5V4RKC4A4E3UAPJVP4J7MDVOZGG6XBE,2785197565,UNKNOWN,0,0,0,0,,NOT_LIVE
RR4FHUPJE32YGJMS76VPI5MZ2VMCGKTPEGPYORGS3IXJ63U2CVNDUHQLS4,3020777775,UNKNOWN,0,0,0,0,,READY
STAKEJZNMZMEVHLZQTZVMCHHFAJ3HXGGTA3JX27KBUFHYFPQMV4DSDDXTY,3180668917,UNKNOWN,0,0,0,0,,READY
STAKEJZNMZMEVHLZQTZVMCHHFAJ3HXGGTA3JX27KBUFHYFPQMV4DSDDXTY,3180678147,UNKNOWN,0,0,0,0,,READY
STAKEJZNMZMEVHLZQTZVMCHHFAJ3HXGGTA3JX27KBUFHYFPQMV4DSDDXTY,3212020337,UNKNOWN,0,0,0,0,,READY
TLZQTXXKH6PG6SNX2U76P4NA74EB2ELDY2QGKDTKTAHCERZWEISACWEEPM,3017354748,UNKNOWN,0,0,0,0,,CREATED
VCWZ5ZUGMFPWMGSTHS4DR6D3XJSNZX2ORNEHBOU22GTNSACN3BBWGWRF4U,2728160594,UNKNOWN,0,0,0,0,,CREATED
VFLLQR57CRHJB56UACETMQXBYZTSVKIFETTCIYJFBGA43F4ITZM7I4QOPI,2756761203,UNKNOWN,0,0,0,0,,NOT_LIVE
VVS7WC3VHZNXLLGVRRLZDRXMWJPQBK7KUA4HR4UTDB2WCJFHGDN3DLEOQI,2714774761,UNKNOWN,0,0,0,0,,READY
VVS7WC3VHZNXLLGVRRLZDRXMWJPQBK7KUA4HR4UTDB2WCJFHGDN3DLEOQI,2716011608,UNKNOWN,0,0,0,0,,READY
VVS7WC3VHZNXLLGVRRLZDRXMWJPQBK7KUA4HR4UTDB2WCJFHGDN3DLEOQI,2723708654,UNKNOWN,0,0,0,0,,READY
VXPDIUGIB22QXE5FCAPDXPAKXF4HZ5KAQUK6M6IMYXIM72UI2IJ3MWBRYA,3012298709,UNKNOWN,0,0,0,0,,READY
WFAVCPJLIUB66ZMNLDRK3BVTYBYQGCSLLOEU4OMLBKHEH4W5JZCZK6XZ5I,2714056002,UNKNOWN,0,0,0,0,,CREATED
WLD3V5KBLA5MJDJHMILWRDSEAJJPOCOZG4MYO4ETQUPDCFIWXDVVA67MRU,2919243867,UNKNOWN,0,0,0,0,,READY
WVOLVLHDP4CZAXMTPGEDUJP4ZOOOZ2C7LWAHF3ADN3XWXU6HJ5JCD4VTKI,3020038968,UNKNOWN,0,0,0,0,,READY
WYQHVOX5J6AEHJEMPNCVHFRJIQJFLO7KYPGQSFNHMV4UTENKYKQD275HFU,2756772799,UNKNOWN,0,0,0,0,,READY
WYQHVOX5J6AEHJEMPNCVHFRJIQJFLO7KYPGQSFNHMV4UTENKYKQD275HFU,2958214354,UNKNOWN,0,0,0,0,,READY
X5CRG6MWOUFBKJK3T7NZ7MAXG2CC26F556GSM6VXLAWLCBJY4TARPNUSP4,2717701452,UNKNOWN,0,0,0,0,,NOT_READY
Y2IQC2ORCHJDKXAKRYOXLOZ5GUSAZZBTYG72X4ECXKEJSB5JF4WGEUD2GM,2930685765,UNKNOWN,0,0,0,0,,READY
ZQDLR3SP3YQ3273UE6XQHUEM64DCGDGLQK4OU7TYM4COC6XHJJ3UGXDDUQ,2714053656,UNKNOWN,0,0,0,0,,NOT_READY
ZY6RTHG4WPXAUC4LV2NNEFFCNJQWAEPX5UWTYDEVNVSPM2TLXKMWLLSJWU,2731794888,UNKNOWN,0,0,0,0,,READY
ZZ6RGALZ6LVUJYBULQMYF5AQMZNNBAXONNSCARSVU4C55Y5F4M6REJYTLE,3120968754,UNKNOWN,0,0,0,0,,NOT_READY
